Title,Year,Genre,Rating,Budget,Lifetime_Revenue
Pain & Gain,2013,"Action, Crime, Comedy",6.5,"$25,000,000.00","$87,305,549.00"
Blood Diamond,2006,"Drama, Thriller, Action",8.0,"$100,000,000.00","$171,700,000.00"
Child 44,2015,"Crime, Thriller",6.5,"$50,000,000.00","$12,951,093.00"
The Hurt Locker,2008,"Drama, Thriller, War",7.6,"$15,000,000.00","$49,230,772.00"
Green Lantern,2011,"Adventure, Action, Thriller, Science Fiction",5.6,"$200,000,000.00","$219,851,172.00"
The Mist,2007,"Horror, Science Fiction, Thriller",7.2,"$18,000,000.00","$57,470,220.00"
Escape Plan,2013,"Action, Thriller",6.7,"$50,000,000.00","$137,328,301.00"
The DUFF,2015,"Romance, Comedy",6.5,"$8,500,000.00","$43,528,634.00"
The Age of Shadows,2016,"Action, Thriller",7.2,"$9,620,000.00","$53,165,427.00"
We Need to Talk About Kevin,2011,"Drama, Thriller",7.5,"$7,000,000.00","$10,800,000.00"
Love & Friendship,2016,"Drama, Romance, Comedy",6.5,"$3,000,000.00","$21,401,949.00"
The Mortal Instruments: City of Bones,2013,"Fantasy, Action, Mystery",5.9,"$60,000,000.00","$95,396,573.00"
Seven Pounds,2008,Drama,7.7,"$55,000,000.00","$168,167,691.00"
The King's Speech,2010,"Drama, History",8.0,"$15,000,000.00","$414,211,549.00"
Jumper,2008,"Action, Adventure, Science Fiction",6.1,"$85,000,000.00","$222,231,186.00"
Tinker Tailor Soldier Spy,2011,"Drama, Thriller, Mystery",7.1,"$30,000,000.00","$80,600,000.00"
Resident Evil: Retribution,2012,"Action, Horror, Science Fiction",5.4,"$65,000,000.00","$240,200,000.00"
Dear Zindagi,2016,"Drama, Romance",7.8,"$4,300,000.00","$3,376,375.00"
Pompeii,2014,"Action, Adventure, History, Romance, Drama",5.5,"$100,000,000.00","$117,831,631.00"
Life of Pi,2012,"Adventure, Drama",7.9,"$120,000,000.00","$609,016,565.00"
Hachi: A Dog's Tale,2009,"Drama, Family",8.1,"$16,000,000.00","$46,800,000.00"
I Origins,2014,"Science Fiction, Drama",7.3,"$1,000,000.00","$481,234.00"
Live Free or Die Hard,2007,"Action, Thriller",7.2,"$110,000,000.00","$383,531,464.00"
Ted,2012,"Comedy, Fantasy",7.0,"$50,000,000.00","$549,368,315.00"
RED,2010,"Action, Adventure, Comedy, Crime, Thriller",7.1,"$58,000,000.00","$199,000,000.00"
Australia,2008,"Adventure, Romance, Drama",6.6,"$130,000,000.00","$211,787,511.00"
Faster,2010,"Crime, Drama, Action, Thriller",6.5,"$24,000,000.00","$23,081,726.00"
The Adjustment Bureau,2011,"Science Fiction, Thriller, Romance",7.1,"$50,200,000.00","$127,900,000.00"
The Hollars,2016,"Comedy, Drama, Romance",6.5,"$3,800,000.00","$1,016,985.00"
The Judge,2014,Drama,7.4,"$40,000,000.00","$84,419,388.00"
Transformers: Revenge of the Fallen,2009,"Science Fiction, Action, Adventure",6.0,"$200,000,000.00","$836,303,693.00"
The Book of Life,2014,"Animation, Adventure, Comedy, Family, Fantasy",7.3,"$50,000,000.00","$97,437,106.00"
Incendies,2010,"Drama, War, Mystery",8.2,"$6,800,000.00","$6,788,659.00"
The Heartbreak Kid,2007,"Comedy, Romance",5.8,"$60,000,000.00","$128,453,183.00"
Happy Feet,2006,"Animation, Comedy, Family",6.5,"$100,000,000.00","$384,335,608.00"
Entourage,2015,"Comedy, Drama",6.6,"$30,000,000.00","$49,263,404.00"
The Strangers,2008,"Horror, Mystery, Thriller",6.2,"$9,000,000.00","$82,391,145.00"
Noah,2014,"Drama, Adventure",5.8,"$125,000,000.00","$362,600,000.00"
Neighbors,2014,Comedy,6.4,"$18,000,000.00","$270,700,000.00"
Wild,2014,Drama,7.1,"$15,000,000.00","$52,501,541.00"
Grown Ups,2010,Comedy,6.0,"$80,000,000.00","$271,430,189.00"
Blair Witch,2016,"Thriller, Horror",5.1,"$5,000,000.00","$45,172,994.00"
The Karate Kid,2010,"Action, Adventure, Drama, Family",6.2,"$40,000,000.00","$359,126,022.00"
Dark Shadows,2012,"Comedy, Fantasy",6.2,"$150,000,000.00","$245,527,149.00"
Friends with Benefits,2011,"Romance, Comedy",6.6,"$35,000,000.00","$149,500,000.00"
The Illusionist,2006,"Fantasy, Drama, Thriller, Romance",7.6,"$16,500,000.00","$87,892,388.00"
The A-Team,2010,"Thriller, Action, Adventure, Comedy, Crime",6.8,"$110,000,000.00","$177,238,796.00"
The Guest,2014,"Mystery, Thriller, Action",6.7,"$5,000,000.00","$2,700,051.00"
The Internship,2013,Comedy,6.3,"$58,000,000.00","$44,000,000.00"
Paul,2011,"Adventure, Comedy, Science Fiction",7.0,"$40,000,000.00","$98,000,000.00"
The Da Vinci Code,2006,"Thriller, Mystery",6.6,"$125,000,000.00","$767,800,000.00"
Hugo,2011,"Adventure, Drama, Family",7.5,"$170,000,000.00","$185,770,160.00"
Body of Lies,2008,"Action, Drama, Thriller",7.1,"$70,000,000.00","$113,280,098.00"
The Mummy: Tomb of the Dragon Emperor,2008,"Adventure, Action, Fantasy",5.2,"$145,000,000.00","$403,449,830.00"
The Boss,2016,Comedy,5.4,"$29,000,000.00","$78,600,000.00"
Hands of Stone,2016,Drama,6.6,"$20,000,000.00","$5,000,000.00"
El secreto de sus ojos,2009,"Mystery, Thriller, Drama",8.2,"$2,000,000.00","$33,965,843.00"
True Grit,2010,"Drama, Adventure, Western",7.6,"$38,000,000.00","$252,300,000.00"
We Are Your Friends,2015,"Drama, Music, Romance, Comedy",6.2,"$6,000,000.00","$11,100,000.00"
A Million Ways to Die in the West,2014,"Comedy, Western",6.1,"$40,000,000.00","$86,400,000.00"
Rules Don't Apply,2016,"Romance, Comedy, Drama",5.7,"$25,000,000.00","$3,900,000.00"
Ouija: Origin of Evil,2016,Horror,6.1,"$9,000,000.00","$81,700,000.00"
Percy Jackson: Sea of Monsters,2013,"Adventure, Family, Fantasy",5.9,"$90,000,000.00","$199,850,315.00"
Fracture,2007,Thriller,7.2,"$10,000,000.00","$91,354,215.00"
Oculus,2013,Horror,6.5,"$5,000,000.00","$44,459,951.00"
In Bruges,2008,"Comedy, Drama, Crime",7.9,"$15,000,000.00","$34,533,783.00"
This Means War,2012,"Action, Comedy, Romance",6.3,"$65,000,000.00","$156,974,557.00"
The Road,2009,"Adventure, Drama",7.3,"$32,000,000.00","$27,635,305.00"
Conan the Barbarian,2011,"Adventure, Fantasy, Action",5.2,"$90,000,000.00","$63,523,283.00"
The Fighter,2010,Drama,7.8,"$25,000,000.00","$93,617,009.00"
August Rush,2007,"Family, Drama, Music",7.5,"$25,000,000.00","$66,122,026.00"
Chef,2014,Comedy,7.3,"$11,000,000.00","$45,967,935.00"
Eye in the Sky,2015,"Drama, Thriller, War",7.3,"$13,000,000.00","$18,704,595.00"
Eagle Eye,2008,"Mystery, Thriller, Action",6.6,"$80,000,000.00","$178,800,000.00"
The Purge,2013,"Science Fiction, Horror, Thriller",5.7,"$3,000,000.00","$89,328,627.00"
Ender's Game,2013,"Science Fiction, Action, Adventure",6.7,"$110,000,000.00","$125,537,191.00"
Indiana Jones and the Kingdom of the Crystal Skull,2008,"Adventure, Action",6.2,"$185,000,000.00","$786,636,033.00"
Paper Towns,2015,"Mystery, Drama, Romance",6.3,"$12,000,000.00","$85,500,000.00"
Quantum of Solace,2008,"Adventure, Action, Thriller, Crime",6.6,"$200,000,000.00","$589,593,688.00"
The Assignment,2016,"Action, Crime, Thriller",4.5,"$5,000,000.00","$388,789.00"
How to Train Your Dragon,2010,"Fantasy, Adventure, Animation, Family",8.1,"$165,000,000.00","$494,879,471.00"
Lady in the Water,2006,"Drama, Fantasy, Mystery",5.6,"$70,000,000.00","$72,785,169.00"
The Fountain,2006,"Drama, Adventure, Science Fiction, Romance",7.3,"$35,000,000.00","$15,304,890.00"
31,2016,"Horror, Thriller",5.1,"$1,500,000.00","$850,419.00"
Unknown,2011,"Action, Mystery, Thriller",6.9,"$30,000,000.00","$130,786,397.00"
Self/less,2015,"Science Fiction, Mystery, Thriller, Action",6.5,"$26,000,000.00","$31,807,156.00"
Mr. Brooks,2007,"Crime, Thriller",7.3,"$20,000,000.00","$48,443,734.00"
Captain Phillips,2013,"Action, Drama, Thriller",7.8,"$55,000,000.00","$218,791,811.00"
Max Steel,2016,"Action, Adventure, Science Fiction",4.6,"$10,000,000.00","$6,272,403.00"
Hotel Transylvania 2,2015,"Animation, Comedy, Family, Fantasy",6.7,"$80,000,000.00","$473,200,000.00"
Hancock,2008,"Fantasy, Action",6.4,"$150,000,000.00","$629,400,000.00"
Sisters,1973,"Thriller, Horror, Mystery",6.0,"$500,000.00","$1,000,000.00"
The Family,2013,"Crime, Comedy, Action",6.3,"$30,000,000.00","$36,894,225.00"
Zack and Miri Make a Porno,2008,"Comedy, Romance",6.6,"$24,000,000.00","$42,105,111.00"
Ma vie de Courgette,2016,"Animation, Comedy, Drama, Family, Romance",7.8,"$8,000,000.00","$5,873,256.00"
Man on a Ledge,2012,"Action, Thriller, Crime",6.6,"$42,000,000.00","$46,221,189.00"
No Strings Attached,2011,"Comedy, Romance",6.2,"$25,000,000.00","$149,200,000.00"
Rescue Dawn,2006,"Adventure, Drama, War",7.3,"$10,000,000.00","$7,177,143.00"
Despicable Me 2,2013,"Animation, Comedy, Family",7.4,"$76,000,000.00","$970,766,005.00"
A Walk Among the Tombstones,2014,"Crime, Drama, Mystery, Thriller",6.5,"$28,000,000.00","$58,834,384.00"
The World's End,2013,"Comedy, Action, Science Fiction",7.0,"$20,000,000.00","$46,100,000.00"
Seven Psychopaths,2012,"Comedy, Crime",7.2,"$15,000,000.00","$33,035,736.00"
Beowulf,2007,"Adventure, Action, Animation",6.2,"$70,000,000.00","$195,735,876.00"
Jack Ryan: Shadow Recruit,2014,"Action, Drama, Thriller",6.2,"$60,000,000.00","$135,500,000.00"
The Gambler,2014,"Thriller, Crime, Drama",6.0,"$25,000,000.00","$39,171,130.00"
Prince of Persia: The Sands of Time,2010,"Adventure, Fantasy, Action",6.6,"$200,000,000.00","$336,365,676.00"
The Spectacular Now,2013,"Comedy, Drama, Romance",7.1,"$2,500,000.00","$6,854,611.00"
A United Kingdom,2016,"Drama, History",6.8,"$14,000,000.00","$13,819,139.00"
USS Indianapolis: Men of Courage,2016,"Action, War",5.2,"$40,000,000.00","$2,158,568.00"
Mama,2013,Horror,6.2,"$15,000,000.00","$146,428,180.00"
Orphan,2009,"Horror, Thriller",7.0,"$20,000,000.00","$77,912,251.00"
To Rome with Love,2012,"Comedy, Romance, Drama",6.3,"$17,000,000.00","$73,200,000.00"
Fantastic Mr. Fox,2009,"Adventure, Animation, Comedy, Family",7.8,"$40,000,000.00","$46,471,023.00"
Inside Man,2006,"Crime, Drama, Thriller",7.6,"$45,000,000.00","$186,003,591.00"
127 Hours,2010,"Adventure, Drama, Thriller",7.6,"$18,000,000.00","$35,700,000.00"
Annabelle,2014,Horror,5.4,"$6,500,000.00","$257,589,952.00"
Suite Française,2015,"Drama, Romance, War",6.9,"$15,000,000.00","$9,104,716.00"
The Imaginarium of Doctor Parnassus,2009,"Adventure, Fantasy, Mystery",6.8,"$30,000,000.00","$64,352,607.00"
G.I. Joe: The Rise of Cobra,2009,"Adventure, Action, Thriller, Science Fiction",5.8,"$175,000,000.00","$302,500,000.00"
Christine,1983,Horror,7.0,"$9,700,000.00","$21,200,000.00"
Grindhouse,2007,"Thriller, Action, Horror",7.6,"$67,000,000.00","$25,422,088.00"
Disaster Movie,2008,Comedy,1.9,"$25,000,000.00","$34,816,824.00"
Rocky Balboa,2006,Drama,7.2,"$24,000,000.00","$155,900,000.00"
Diary of a Wimpy Kid: Dog Days,2012,"Comedy, Family",6.4,"$22,000,000.00","$76,196,538.00"
Jane Eyre,2011,"Drama, Romance",7.4,"$13,000,000.00","$35,000,000.00"
Fool's Gold,2008,"Adventure, Romance, Comedy",5.7,"$70,000,000.00","$111,231,041.00"
The Dictator,2012,Comedy,6.4,"$65,000,000.00","$179,379,533.00"
The Loft,2014,Thriller,6.3,"$14,000,000.00","$10,100,000.00"
Bacalaureat,2016,Drama,7.5,"$2,000,000.00","$2,015,002.00"
You Don't Mess with the Zohan,2008,"Comedy, Action",5.5,"$90,000,000.00","$204,313,400.00"
Horrible Bosses 2,2014,Comedy,6.3,"$42,000,000.00","$107,645,357.00"
Melancholia,2011,"Drama, Science Fiction",7.1,"$7,400,000.00","$15,946,321.00"
The Princess and the Frog,2009,"Animation, Romance, Fantasy, Family",7.1,"$105,000,000.00","$270,997,378.00"
Unstoppable,2010,"Action, Thriller",6.8,"$100,000,000.00","$167,805,466.00"
Flight,2012,Drama,7.3,"$31,000,000.00","$161,800,000.00"
Home,2015,"Fantasy, Comedy, Animation, Science Fiction, Family",6.7,"$135,000,000.00","$368,871,007.00"
La migliore offerta,2013,"Drama, Romance, Crime",7.8,"$13,500,000.00","$19,255,873.00"
42,2013,Drama,7.5,"$40,000,000.00","$95,020,213.00"
21,2008,"Drama, Crime",6.8,"$35,000,000.00","$159,808,370.00"
Begin Again,2013,"Comedy, Music, Romance, Drama",7.4,"$8,000,000.00","$63,500,000.00"
Out of the Furnace,2013,"Thriller, Drama, Crime",6.8,"$22,000,000.00","$15,400,000.00"
Vicky Cristina Barcelona,2008,"Drama, Romance",7.1,"$15,000,000.00","$96,409,830.00"
Kung Fu Panda,2024,"Animation, Family, Fantasy, Action",7.6,"$80,000,000.00","$548,040,835.00"
Barbershop: The Next Cut,2016,"Comedy, Drama",5.9,"$20,000,000.00","$55,030,051.00"
Terminator Salvation,2009,"Action, Science Fiction, Thriller",6.6,"$200,000,000.00","$371,353,001.00"
Freedom Writers,2007,"Crime, Drama",7.5,"$21,000,000.00","$43,095,175.00"
The Hills Have Eyes,2006,"Horror, Thriller",6.4,"$15,000,000.00","$69,623,713.00"
Changeling,2008,"Crime, Drama, Mystery",7.8,"$55,000,000.00","$113,400,000.00"
Remember Me,2010,"Drama, Romance",7.2,"$16,000,000.00","$56,000,000.00"
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,"Family, Comedy",6.2,"$28,000,000.00","$100,654,149.00"
Locke,2014,"Drama, Thriller",7.1,"$2,000,000.00","$4,635,300.00"
Diary of a Wimpy Kid: Rodrick Rules,2011,"Family, Comedy",6.6,"$21,000,000.00","$72,526,996.00"
Mission: Impossible III,2006,"Adventure, Action, Thriller",6.9,"$150,000,000.00","$398,479,497.00"
Dragonball Evolution,2009,"Action, Adventure, Fantasy, Science Fiction, Thriller",2.7,"$30,000,000.00","$58,228,460.00"
Red Dawn,1984,"Action, Thriller, War, Drama, Science Fiction",5.4,"$17,000,000.00","$38,400,000.00"
One Day,2011,"Drama, Romance",7.0,"$15,000,000.00","$59,400,000.00"
Life as We Know It,2010,"Comedy, Romance, Drama",6.6,"$38,000,000.00","$105,734,416.00"
Warm Bodies,2013,"Horror, Comedy, Romance",6.9,"$35,000,000.00","$117,000,000.00"
Blue Jasmine,2013,Drama,7.3,"$18,000,000.00","$99,200,000.00"
G.I. Joe: Retaliation,2013,"Action, Science Fiction, Adventure",5.8,"$130,000,000.00","$371,900,000.00"
Wrath of the Titans,2012,"Fantasy, Adventure, Action",5.8,"$150,000,000.00","$301,970,083.00"
Shin Gojira,2016,"Action, Science Fiction, Horror",6.9,"$15,000,000.00","$78,053,145.00"
Saving Mr. Banks,2013,"Comedy, Drama, History",7.5,"$35,000,000.00","$112,544,580.00"
Transcendence,2014,"Thriller, Science Fiction, Drama, Mystery",6.3,"$100,000,000.00","$103,039,258.00"
Rio,2011,"Animation, Adventure, Comedy, Family",6.9,"$90,000,000.00","$484,600,000.00"
Equals,2015,"Drama, Romance, Science Fiction",6.1,"$16,000,000.00","$2,084,628.00"
Babel,2006,Drama,7.5,"$25,000,000.00","$135,300,000.00"
The Tree of Life,2011,"Drama, Fantasy",6.8,"$32,000,000.00","$54,700,000.00"
The Lucky One,2012,"Drama, Romance",6.5,"$25,000,000.00","$99,400,000.00"
50/50,2011,"Comedy, Drama",7.7,"$8,000,000.00","$39,187,783.00"
Real Steel,2011,"Action, Science Fiction, Drama",7.1,"$110,000,000.00","$299,300,000.00"
Sex and the City,2008,"Comedy, Drama, Romance",5.5,"$65,000,000.00","$418,800,000.00"
Rambo,2008,"Action, Thriller, War",7.1,"$50,000,000.00","$113,200,000.00"
Concussion,2015,Drama,7.1,"$35,000,000.00","$50,400,000.00"
The Fall,2008,"Adventure, Fantasy, Drama",7.9,"$30,000,000.00","$3,749,727.00"
The Ugly Truth,2009,"Comedy, Romance",6.5,"$38,000,000.00","$321,700,000.00"
Bride Wars,2009,"Comedy, Romance",5.5,"$30,000,000.00","$115,375,850.00"
Snakes on a Plane,2006,"Action, Adventure, Crime, Horror, Thriller",5.6,"$33,000,000.00","$62,022,014.00"
What If,2013,"Drama, Comedy, Romance",6.8,"$11,000,000.00","$8,500,000.00"
How to Train Your Dragon 2,2014,"Fantasy, Action, Adventure, Animation, Comedy, Family",7.9,"$145,000,000.00","$621,537,519.00"
RoboCop,1987,"Action, Thriller, Science Fiction",6.2,"$13,000,000.00","$53,424,681.00"
"Hello, My Name Is Doris",2015,"Comedy, Drama, Romance",6.7,"$1,000,000.00","$14,659,448.00"
Ocean's Thirteen,2007,"Crime, Thriller",6.9,"$85,000,000.00","$311,312,624.00"
Slither,2006,"Horror, Science Fiction, Comedy",6.5,"$15,000,000.00","$12,800,000.00"
Contagion,2011,"Drama, Thriller, Science Fiction",6.6,"$60,000,000.00","$137,551,594.00"
Il racconto dei racconti - Tale of Tales,2015,"Romance, Fantasy, Horror",6.4,"$12,000,000.00","$5,500,277.00"
Bridge to Terabithia,2007,"Adventure, Drama, Family",7.2,"$60,000,000.00","$137,587,063.00"
Coherence,2013,"Thriller, Science Fiction",7.2,"$50,000.00","$139,745.00"
Notorious,1946,"Thriller, Romance, Mystery",6.7,"$2,000,000.00","$24,500,000.00"
Goksung,2016,"Horror, Mystery",7.5,"$10,951,000.00","$49,851,770.00"
The Expendables 2,2012,"Action, Adventure, Thriller",6.6,"$100,000,000.00","$314,975,955.00"
The Girl Next Door,2004,"Comedy, Romance",6.7,"$21,000,000.00","$31,635,150.00"
Perfume: The Story of a Murderer,2006,"Crime, Fantasy, Drama",7.5,"$60,000,000.00","$135,039,924.00"
The Golden Compass,2007,"Adventure, Fantasy",6.1,"$180,000,000.00","$372,200,000.00"
Centurion,2010,"Adventure, Action, Drama",6.4,"$12,000,000.00","$6,890,432.00"
Scouts Guide to the Zombie Apocalypse,2015,"Comedy, Horror",6.3,"$15,000,000.00","$14,900,000.00"
No Escape,2015,"Thriller, Action",6.8,"$5,000,000.00","$54,400,000.00"
Superman Returns,2006,"Science Fiction, Action, Adventure",6.1,"$223,000,000.00","$391,081,192.00"
Precious,2009,Drama,7.3,"$10,000,000.00","$47,536,959.00"
The Sea of Trees,2016,Drama,5.9,"$15,000,000.00","$909,000.00"
The Master,2012,Drama,7.1,"$32,000,000.00","$28,258,060.00"
Footloose,1984,"Drama, Romance",5.9,"$8,200,000.00","$80,035,402.00"
If I Stay,2014,Drama,6.8,"$11,000,000.00","$78,300,000.00"
Talladega Nights: The Ballad of Ricky Bobby,2006,Comedy,6.6,"$72,500,000.00","$163,000,000.00"
The Human Centipede (First Sequence),2009,Horror,4.4,"$2,000,000.00","$252,207.00"
Super,2010,"Comedy, Action, Drama",6.8,"$2,500,000.00","$1,185,012.00"
Up in the Air,2009,"Drama, Romance",7.4,"$25,000,000.00","$166,842,739.00"
The Midnight Meat Train,2008,"Horror, Mystery, Fantasy",6.1,"$15,000,000.00","$3,533,227.00"
The Twilight Saga: Eclipse,2010,"Adventure, Fantasy, Drama, Romance",4.9,"$68,000,000.00","$698,491,347.00"
What's Your Number?,2011,"Comedy, Romance",6.1,"$20,000,000.00","$30,426,096.00"
Riddick,2013,"Science Fiction, Action, Thriller",6.4,"$38,000,000.00","$98,337,295.00"
Triangle,2009,Horror,6.9,"$12,000,000.00","$1,594,955.00"
The Butler,2013,Drama,7.2,"$25,000,000.00","$177,313,795.00"
After Earth,2013,"Science Fiction, Action, Adventure",4.9,"$130,000,000.00","$243,843,127.00"
The Descendants,2011,"Comedy, Drama",7.3,"$20,000,000.00","$177,200,000.00"
Sex and the City 2,2010,"Comedy, Drama, Romance",4.3,"$100,000,000.00","$290,700,000.00"
The Kings of Summer,2013,"Comedy, Drama",7.2,"$1,500,000.00","$1,400,000.00"
Death Race,2008,"Action, Thriller, Science Fiction",6.4,"$45,000,000.00","$76,000,000.00"
That Awkward Moment,2014,"Comedy, Romance",6.2,"$8,000,000.00","$45,600,000.00"
Legion,2010,"Horror, Action, Fantasy",5.2,"$26,000,000.00","$67,900,000.00"
End of Watch,2012,"Crime, Drama, Thriller",7.7,"$7,000,000.00","$55,078,146.00"
3 Days to Kill,2014,"Action, Drama, Thriller",6.2,"$28,000,000.00","$53,260,230.00"
Lucky Number Slevin,2006,"Drama, Thriller, Crime, Mystery",7.8,"$27,000,000.00","$56,300,000.00"
Trance,2013,"Thriller, Crime, Drama, Mystery",7.0,"$20,000,000.00","$24,300,000.00"
The Other Boleyn Girl,2008,"Drama, Romance, History",6.7,"$35,000,000.00","$78,269,970.00"
I Spit on Your Grave,2010,"Thriller, Crime, Horror",6.3,"$2,000,000.00","$572,809.00"
Inland Empire,2006,"Thriller, Mystery, Fantasy, Horror",7.0,"$15,000,000.00","$4,304,157.00"
L'odyssée,2016,"Adventure, Drama",6.7,"$20,000,000.00","$9,722,918.00"
The Walk,2015,"History, Drama",7.3,"$35,000,000.00","$61,181,942.00"
The Lone Ranger,2013,"Action, Adventure, Western",6.5,"$215,000,000.00","$260,500,000.00"
Texas Chainsaw 3D,2013,"Horror, Thriller",4.8,"$20,000,000.00","$47,300,000.00"
Disturbia,2007,"Thriller, Drama, Mystery",6.9,"$20,000,000.00","$117,760,134.00"
Rock of Ages,2012,"Comedy, Drama, Romance",5.9,"$75,000,000.00","$59,400,000.00"
Scream 4,2011,"Horror, Mystery",6.2,"$40,000,000.00","$97,231,420.00"
Queen of Katwe,2016,Drama,7.4,"$15,000,000.00","$10,367,161.00"
My Big Fat Greek Wedding 2,2016,"Romance, Comedy",6.0,"$18,000,000.00","$90,632,641.00"
Dark Places,2015,"Thriller, Mystery, Drama, Crime",6.2,"$20,000,000.00","$5,090,852.00"
It's Only the End of the World,2016,Drama,7.0,"$10,000,000.00","$9,231,823.00"
The Skin I Live In,2011,"Drama, Horror, Mystery, Thriller",7.6,"$13,000,000.00","$33,750,478.00"
Miracles from Heaven,2016,"Family, Drama",7.0,"$16,000,000.00","$74,000,000.00"
Annie,2014,"Comedy, Drama, Family",5.3,"$65,000,000.00","$136,853,506.00"
