Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
GrumpyTexan 󠁿,@grumpy_texan,2022-05-29T23:38:36.000Z,False,Top Gun Maverick,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1790379185879298048/y1wbz-mN_normal.jpg,https://x.com/grumpy_texan/status/1531057451902156800,tweet_id:1531057451902156800
Paramount PicturesNZ,@paramountnz,2022-05-29T23:38:36.000Z,True,"Remember, no points for second place. Thank you for making #TopGun: Maverick the No. 1 Movie in the World! Get tickets now and see what everyone is talking about: https://flicks.co.nz/topgunmaverick",0,0,0,0,['#TopGun'],[],['\\U0001f525'],https://pbs.twimg.com/profile_images/3280115250/42a4b74b474471741346093b1f82f6f0_normal.jpeg,https://x.com/paramountnz/status/1531057450023276544,tweet_id:1531057450023276544
Dr Gonzo,@DrCure4,2022-05-29T23:38:35.000Z,False,I’ve only seen the first two Bad Boy films. Still need to watch the third one. Unrelated and off topic and lot’s of folks can’t believe this but I have never seen Top Gun. Now there’s a new one.,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1758923600499744768/SalGe-ex_normal.jpg,https://x.com/DrCure4/status/1531057448181714945,tweet_id:1531057448181714945
escarabajo nefario,@luciikatt,2022-05-29T23:38:32.000Z,False,en mi letterboxd he hecho reviews de batman y top gun the incel thoughts r taking over,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1828490070979956736/NLF_Y75V_normal.jpg,https://x.com/luciikatt/status/1531057435280125952,tweet_id:1531057435280125952
Kurr Kurr,@RosebudKane25,2022-05-29T23:38:32.000Z,False,"Top Gun was good. Great slap in the face to ""lower expectations"" culture",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1827416126227140608/8OZVAwLD_normal.jpg,https://x.com/RosebudKane25/status/1531057434546081792,tweet_id:1531057434546081792
maris.,@marisamnte,2022-05-29T23:38:32.000Z,False,semana que vem vou assistir top gun com minha queria idosa,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1821730014854782976/KLGCJ6WI_normal.jpg,https://x.com/marisamnte/status/1531057432906063874,tweet_id:1531057432906063874
HollyΔz,@Hollyann84,2022-05-29T23:38:30.000Z,False,He was phenomenal in Top Gun: Maverick. Perfect for his role,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1757239405608394752/ssT_AfVO_normal.jpg,https://x.com/Hollyann84/status/1531057424651755520,tweet_id:1531057424651755520
Tiguel Mamen - O Colaborado da AE,@Tiguel_Mamen,2022-05-29T23:38:26.000Z,False,"Favorite movies of the year (So Far):

Everything Everywhere All At Once

The BatmanTop Gun: Maverick

The Northman",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1484646883704324096/bQ5eeOW9_normal.jpg,https://x.com/Tiguel_Mamen/status/1531057406784024578,tweet_id:1531057406784024578
Neil Stevens,@presjpolk,2022-05-29T23:38:24.000Z,True,"Seeing Top Gun, I found it interesting that half the trailers, but only half, emphasized ONLY IN THEATERS.

Some theaters will survive, but we’ve accelerated the premium, assigned-seating, reclining-chairs, pre-ordered food experience.

Which will kill some theaters.",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1602088328224018435/y95v_g25_normal.jpg,https://x.com/presjpolk/status/1531057398634381312,tweet_id:1531057398634381312
vic,@folkxwitch,2022-05-29T23:38:22.000Z,False,ta todo mundo falando bem de top gun e agora fiquei querendo ver tb,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1817949232336175104/RoHUFJLM_normal.jpg,https://x.com/folkxwitch/status/1531057391156047872,tweet_id:1531057391156047872
